,Hybrid_N-Gram,Frequency
23961,FW LM VBTR CCB VBTR_VBAF,0.0
23960,FW LM VBTR CCB NNC CCB,0.0
2084,CCB DTCP NNC DTC PRI,0.0
2089,CCB DTCP NNC DTC PRSP_CCP NNC,0.0
2106,CCB DTCP NNC LM DTCP NNC,0.0
23950,FW LM VBS RBI VBOF DTC,0.0
23949,FW LM VBS RBI VBOF,0.0
2091,CCB DTCP NNC DTC VBTF CCT,0.0
2092,CCB DTCP NNC DTC VBTR,0.0
23944,FW LM VBAF CCT NNC,0.0
2094,CCB DTCP NNC DTC VBTS CCT,0.0
23942,FW LM VBAF CCB NNC,0.0
23937,FW LM RBM VBOF DTC,0.0
2098,CCB DTCP NNC DTP NNP CCP,0.0
23935,FW LM RBL NNC CCP,0.0
2099,CCB DTCP NNC DTP NNP NNP,0.0
2102,CCB DTCP NNC JJC CCB DTCP,0.0
23930,FW LM RBD_CCP VBW CCT,0.0
2103,CCB DTCP NNC JJC CCB NNPA,0.0
23872,FW FW CCP VBTR CCT,0.0
23870,FW FW CCP VBOF CCT,0.0
2220,CCB DTCP NNP CCB NNP_PMC,0.0
23780,FW CCT NNC CCB NNPA,0.0
2181,CCB DTCP NNC_CCP NNC CCP,0.0
23808,FW CCT PRI_CCP NNC CCB,0.0
2187,CCB DTCP NNC_CCP NNP CCT NNC,0.0
2188,CCB DTCP NNC_CCP NNP DTC,0.0
23799,FW CCT NNP CCP DTP NNP,0.0
23798,FW CCT NNP CCP DTP,0.0
23797,FW CCT NNP CCP DTC,0.0
23794,FW CCT NNP CCB NNP,0.0
2194,CCB DTCP NNC_CCP PRO LM,0.0
23790,FW CCT NNC_CCP NNP NNP,0.0
2199,CCB DTCP NNC_CCP RBL NNC,0.0
2201,CCB DTCP NNC_CCP VBH NNC,0.0
23782,FW CCT NNC CCB PRI_CCP,0.0
23781,FW CCT NNC CCB NNPA CCA,0.0
23778,FW CCT NNC CCB NNC_PMC,0.0
2177,CCB DTCP NNC_CCP JJD DTC,0.0
23777,FW CCT NNC CCB NNC PMS,0.0
23776,FW CCT NNC CCB NNC CCT,0.0
23775,FW CCT NNC CCB NNC CCB,0.0
23772,FW CCT NNC CCB DTCP NNC,0.0
23771,FW CCT NNC CCB DTCP JJD,0.0
2209,CCB DTCP NNC_CCP VBTS CCT,0.0
23765,FW CCT JJN PMS CDB,0.0
23763,FW CCT JJD_CCP NNC CCP,0.0
23762,FW CCT JJD_CCP NNC CCB NNC LM,0.0
23761,FW CCT JJD_CCP NNC CCB NNC,0.0
2218,CCB DTCP NNP CCA DTCP,0.0
2219,CCB DTCP NNP CCB NNP CCT,0.0
23754,FW CCT JJCS_JJD CCP NNC LM,0.0
23753,FW CCT JJCS_JJD CCP NNC,0.0
2179,CCB DTCP NNC_CCP JJD_CCP NNC,0.0
2176,CCB DTCP NNC_CCP JJD CCT NNP CCA,0.0
2143,CCB DTCP NNC RBK RBQ JJD,0.0
2152,CCB DTCP NNC RBR CCT NNC,0.0
23868,FW FW CCP VBH JJD_CCP NNC,0.0
23867,FW FW CCP VBH JJD_CCP,0.0
23865,FW FW CCP NNP LM VBTS,0.0
23862,FW FW CCP NNC CCT,0.0
23861,FW FW CCP DTP NNP NNP,0.0
2146,CCB DTCP NNC RBL CCT CDB,0.0
23859,FW FW CCP DTCP NNC,0.0
2147,CCB DTCP NNC RBL CCT DTCP,0.0
23857,FW FW CCB NNP LM,0.0
2148,CCB DTCP NNC RBL CCT NNC,0.0
2149,CCB DTCP NNC RBL CCT NNP,0.0
23853,FW FW CCA NNC CCB NNC CCT,0.0
23852,FW FW CCA NNC CCB NNC,0.0
23850,FW FW CCA DTCP NNC,0.0
2153,CCB DTCP NNC RBR CCT PRSP_CCP,0.0
2175,CCB DTCP NNC_CCP JJD CCT NNP,0.0
23846,FW DTP NNP NNP CCT,0.0
2155,CCB DTCP NNC RBW CCT,0.0
23844,FW DTC VBTS CCB NNC CCT,0.0
23843,FW DTC VBTS CCB NNC,0.0
2158,CCB DTCP NNC RBW_CCP JJN PMS,0.0
2161,CCB DTCP NNC RBW_CCP PRP LM,0.0
2163,CCB DTCP NNC VBS DTC,0.0
2164,CCB DTCP NNC VBS DTC DTCP,0.0
23826,FW DTC DTCP NNC RBL CCT,0.0
23824,FW DTC DTCP NNC CCT,0.0
2171,CCB DTCP NNC_CCP JJD CCP,0.0
2173,CCB DTCP NNC_CCP JJD CCT NNC,0.0
2174,CCB DTCP NNC_CCP JJD CCT NNC CCB,0.0
23818,FW CCT VBOF DTC NNC CCP,0.0
23428,DTP NNP NNP NNP LM VBTS,0.0
23426,DTP NNP NNP NNP LM VBAF,0.0
1939,CCB DTCP NNC CCP DTCP NNC,0.0
23164,DTP NNP NNP CCA CCB NNP,0.0
23187,DTP NNP NNP CCA VBTS DTP,0.0
23182,DTP NNP NNP CCA NNP NNP_PMC,0.0
23181,DTP NNP NNP CCA NNP NNP CCT,0.0
23180,DTP NNP NNP CCA NNC CCP,0.0
23179,DTP NNP NNP CCA NNC CCB NNP,0.0
23178,DTP NNP NNP CCA NNC CCB,0.0
23176,DTP NNP NNP CCA FW NNP,0.0
23175,DTP NNP NNP CCA FW CCP,0.0
23172,DTP NNP NNP CCA DTC PRSP_CCP,0.0
23171,DTP NNP NNP CCA DTC NNP CCB,0.0
23170,DTP NNP NNP CCA DTC NNP,0.0
23169,DTP NNP NNP CCA DTC NNC,0.0
23168,DTP NNP NNP CCA DTC JJD,0.0
23165,DTP NNP NNP CCA CCB PRSP_CCP,0.0
23163,DTP NNP NNP CCA CCB NNC CCB,0.0
23192,DTP NNP NNP CCB JJN_CCP NNC,0.0
23162,DTP NNP NNP CCA CCB NNC,0.0
23160,DTP NNP NNCA PMS NNP LM,0.0
23157,DTP NNP LM_PMS VBTS_PMS CCT,0.0
23153,DTP NNP LM VBW PMS,0.0
23151,DTP NNP LM VBTS_CCP VBAF CCT,0.0
23149,DTP NNP LM VBTS_CCP CCT NNC,0.0
23148,DTP NNP LM VBTS_CCP CCT,0.0
23146,DTP NNP LM VBTS VBW VBW,0.0
23145,DTP NNP LM VBTS VBW,0.0
23144,DTP NNP LM VBTS RBW_CCP NNP,0.0
23143,DTP NNP LM VBTS RBW_CCP,0.0
23142,DTP NNP LM VBTS RBW,0.0
23141,DTP NNP LM VBTS RBI CCT,0.0
23140,DTP NNP LM VBTS RBI CCB,0.0
23188,DTP NNP NNP CCA VBW,0.0
23194,DTP NNP NNP CCB NNC CCB,0.0
23137,DTP NNP LM VBTS RBD,0.0
23220,DTP NNP NNP CCP NNC CCB,0.0
23242,DTP NNP NNP CCP VBOF DTC,0.0
23241,DTP NNP NNP CCP VBOF CCT,0.0
23239,DTP NNP NNP CCP VBN,0.0
23237,DTP NNP NNP CCP VBAF CCT,0.0
23235,DTP NNP NNP CCP RBF VBTF,0.0
23234,DTP NNP NNP CCP RBF PRS,0.0
23231,DTP NNP NNP CCP PRS LM,0.0
23229,DTP NNP NNP CCP PRO LM,0.0
23227,DTP NNP NNP CCP PRI_CCP NNC CCB,0.0
23226,DTP NNP NNP CCP PRI_CCP NNC,0.0
23224,DTP NNP NNP CCP PRI CCT,0.0
23223,DTP NNP NNP CCP PRI,0.0
23222,DTP NNP NNP CCP NNC CCB NNP,0.0
23221,DTP NNP NNP CCP NNC CCB NNC,0.0
23217,DTP NNP NNP CCP JJD,0.0
23195,DTP NNP NNP CCB NNC CCT,0.0
23216,DTP NNP NNP CCP DTC PRSP_CCP,0.0
23215,DTP NNP NNP CCP DTC NNP,0.0
23214,DTP NNP NNP CCP DTC NNC CCB,0.0
23213,DTP NNP NNP CCP DTC NNC,0.0
23212,DTP NNP NNP CCP DTC DTCP,0.0
23210,DTP NNP NNP CCP CDB,0.0
23207,DTP NNP NNP CCB PRI_CCP,0.0
23204,DTP NNP NNP CCB NNP_CCP NNP,0.0
23203,DTP NNP NNP CCB NNP_CCP,0.0
23202,DTP NNP NNP CCB NNPA_PMP,0.0
23201,DTP NNP NNP CCB NNPA_PMC,0.0
23199,DTP NNP NNP CCB NNP RBR,0.0
23198,DTP NNP NNP CCB NNP LM,0.0
23197,DTP NNP NNP CCB NNP CCP,0.0
23138,DTP NNP LM VBTS RBD CCT,0.0
23136,DTP NNP LM VBTS PRS_PMP,0.0
23245,DTP NNP NNP CCP VBTF DTC,0.0
2363,CCB FW CCP DTP NNP,0.0
23088,DTP NNP LM VBTR CCB DTCP,0.0
23084,DTP NNP LM VBTF CCT,0.0
23080,DTP NNP LM VBOF CCB NNC,0.0
23076,DTP NNP LM VBH NNC CCT,0.0
23073,DTP NNP LM VBAF VBW VBW,0.0
23072,DTP NNP LM VBAF VBW,0.0
23071,DTP NNP LM VBAF RBW_CCP,0.0
23070,DTP NNP LM VBAF CCT NNC_CCP,0.0
23069,DTP NNP LM VBAF CCT NNC,0.0
23068,DTP NNP LM VBAF CCT DTCP,0.0
23067,DTP NNP LM VBAF CCT CCT,0.0
2359,CCB FW CCB NNP CCA,0.0
23065,DTP NNP LM VBAF CCP VBH,0.0
23063,DTP NNP LM VBAF CCB JJD,0.0
2364,CCB FW CCP DTP NNP NNP,0.0
23091,DTP NNP LM VBTR CCP VBTF CCT,0.0
2365,CCB FW CCP DTP NNP NNP_PMP,0.0
23056,DTP NNP LM RBL NNC CCB,0.0
23055,DTP NNP LM RBL NNC,0.0
23053,DTP NNP LM RBF VBTS CCR,0.0
23052,DTP NNP LM RBF VBTS CCB,0.0
23050,DTP NNP LM RBF VBTF,0.0
23048,DTP NNP LM RBF VBAF,0.0
23047,DTP NNP LM RBF RBI VBTS,0.0
23044,DTP NNP LM RBF JJD,0.0
2371,CCB FW CCP NNC DTC,0.0
23042,DTP NNP LM RBD_CCP VBW CCT,0.0
23040,DTP NNP LM RBD_CCP VBTS,0.0
23037,DTP NNP LM RBD RBD,0.0
23034,DTP NNP LM PRI_CCP JJD_CCP NNC,0.0
23090,DTP NNP LM VBTR CCP VBTF,0.0
23093,DTP NNP LM VBTR CCT NNP,0.0
23135,DTP NNP LM VBTS PMS NNC,0.0
23116,DTP NNP LM VBTS CCP DTC,0.0
23133,DTP NNP LM VBTS NNP,0.0
23132,DTP NNP LM VBTS NNC DTP,0.0
23130,DTP NNP LM VBTS DTCP,0.0
23129,DTP NNP LM VBTS DTC PRSP_CCP,0.0
23127,DTP NNP LM VBTS CCT PRSP_CCP,0.0
23126,DTP NNP LM VBTS CCT PRSP,0.0
23125,DTP NNP LM VBTS CCT PRI_CCP,0.0
23124,DTP NNP LM VBTS CCT NNP CCB,0.0
23123,DTP NNP LM VBTS CCT NNP,0.0
23122,DTP NNP LM VBTS CCT NNC_CCP,0.0
23121,DTP NNP LM VBTS CCT NNC CCB,0.0
23120,DTP NNP LM VBTS CCT NNC,0.0
23118,DTP NNP LM VBTS CCP VBS,0.0
23117,DTP NNP LM VBTS CCP DTC NNC,0.0
23114,DTP NNP LM VBTS CCB PRSP_CCP,0.0
23096,DTP NNP LM VBTR_VBAF CCB,0.0
23113,DTP NNP LM VBTS CCB PRI_CCP,0.0
23112,DTP NNP LM VBTS CCB NNC_CCP,0.0
23111,DTP NNP LM VBTS CCB NNC CCT,0.0
23110,DTP NNP LM VBTS CCB NNC,0.0
23109,DTP NNP LM VBTS CCB JJN_CCP,0.0
23108,DTP NNP LM VBTS CCB JJD_CCP,0.0
23107,DTP NNP LM VBTS CCB JJD,0.0
23106,DTP NNP LM VBTS CCB DTCP,0.0
23105,DTP NNP LM VBTS CCB DTC,0.0
23104,DTP NNP LM VBTS CCB CDB CCP,0.0
23103,DTP NNP LM VBTS CCB CDB,0.0
23101,DTP NNP LM VBTS CCA VBTS,0.0
2354,CCB FW CCA DTC NNC CCB,0.0
23097,DTP NNP LM VBTR_VBAF CCB NNC,0.0
23243,DTP NNP NNP CCP VBS,0.0
23247,DTP NNP NNP CCP VBTR CCT,0.0
23425,DTP NNP NNP NNP LM DTC,0.0
23370,DTP NNP NNP LM VBTF CCB,0.0
23386,DTP NNP NNP LM VBTS CCP,0.0
23385,DTP NNP NNP LM VBTS CCB NNC,0.0
23384,DTP NNP NNP LM VBTS CCB JJD,0.0
23383,DTP NNP NNP LM VBTS CCB CDB,0.0
23382,DTP NNP NNP LM VBTS CCB,0.0
23380,DTP NNP NNP LM VBTR_VBAF CCT,0.0
23379,DTP NNP NNP LM VBTR_VBAF CCB,0.0
23377,DTP NNP NNP LM VBTR_CCP,0.0
23376,DTP NNP NNP LM VBTR RBW,0.0
23375,DTP NNP NNP LM VBTR CCT,0.0
23374,DTP NNP NNP LM VBTR CCP,0.0
23373,DTP NNP NNP LM VBTR CCB,0.0
2344,CCB DTP NNP NNP RBW_CCP NNP,0.0
23371,DTP NNP NNP LM VBTF CCT,0.0
23368,DTP NNP NNP LM VBS,0.0
23388,DTP NNP NNP LM VBTS CCP DTP,0.0
23367,DTP NNP NNP LM VBOF DTC NNC,0.0
23366,DTP NNP NNP LM VBOF DTC,0.0
23365,DTP NNP NNP LM VBOF CCT,0.0
23364,DTP NNP NNP LM VBOF CCB,0.0
23361,DTP NNP NNP LM VBAF CCT,0.0
23360,DTP NNP NNP LM VBAF CCP,0.0
23359,DTP NNP NNP LM VBAF CCB NNC,0.0
23358,DTP NNP NNP LM VBAF CCB,0.0
23357,DTP NNP NNP LM VBAF CCA,0.0
23354,DTP NNP NNP LM RBF CCP,0.0
23352,DTP NNP NNP LM RBD_CCP VBAF,0.0
23350,DTP NNP NNP LM RBD CCP,0.0
23349,DTP NNP NNP LM RBD,0.0
23348,DTP NNP NNP LM PRI_CCP NNP_CCP,0.0
23387,DTP NNP NNP LM VBTS CCP DTC,0.0
23389,DTP NNP NNP LM VBTS CCP VBAF,0.0
23344,DTP NNP NNP LM NNC CCB NNC,0.0
23406,DTP NNP NNP LM VBTS RBW,0.0
23424,DTP NNP NNP NNP CCT PRI_CCP,0.0
23423,DTP NNP NNP NNP CCT NNC,0.0
23422,DTP NNP NNP NNP CCP PRS_CCP,0.0
23421,DTP NNP NNP NNP CCP DTC,0.0
23420,DTP NNP NNP NNP CCB NNP_PMP,0.0
23419,DTP NNP NNP NNP CCB NNP_PMC,0.0
23418,DTP NNP NNP NNP CCA NNC,0.0
23417,DTP NNP NNP NNP CCA DTC,0.0
23416,DTP NNP NNP NNC CCT,0.0
23414,DTP NNP NNP LM VBW,0.0
23411,DTP NNP NNP LM VBTS_CCP VBAF,0.0
23410,DTP NNP NNP LM VBTS_CCP NNC,0.0
23408,DTP NNP NNP LM VBTS VBW,0.0
23407,DTP NNP NNP LM VBTS RBW_CCP,0.0
23405,DTP NNP NNP LM VBTS RBI_PMS,0.0
23390,DTP NNP NNP LM VBTS CCP_PMS,0.0
23404,DTP NNP NNP LM VBTS RBI DTC,0.0
23403,DTP NNP NNP LM VBTS RBI CCB,0.0
23402,DTP NNP NNP LM VBTS RBI,0.0
23401,DTP NNP NNP LM VBTS PMS NNC,0.0
23400,DTP NNP NNP LM VBTS PMS,0.0
23399,DTP NNP NNP LM VBTS NNC,0.0
23398,DTP NNP NNP LM VBTS JJD,0.0
23397,DTP NNP NNP LM VBTS DTP NNP,0.0
23396,DTP NNP NNP LM VBTS DTP,0.0
23395,DTP NNP NNP LM VBTS DTC,0.0
23394,DTP NNP NNP LM VBTS CCT NNP,0.0
23393,DTP NNP NNP LM VBTS CCT NNC,0.0
23392,DTP NNP NNP LM VBTS CCT,0.0
23391,DTP NNP NNP LM VBTS CCR,0.0
23347,DTP NNP NNP LM PRI_CCP JJD,0.0
23343,DTP NNP NNP LM NNC CCB,0.0
23248,DTP NNP NNP CCP VBTR DTC,0.0
23271,DTP NNP NNP CCT DTC NNP,0.0
23290,DTP NNP NNP CCT NNP CCB,0.0
23289,DTP NNP NNP CCT NNC_PMC,0.0
23288,DTP NNP NNP CCT NNC LM,0.0
23287,DTP NNP NNP CCT NNC CCT,0.0
23286,DTP NNP NNP CCT NNC CCP,0.0
23285,DTP NNP NNP CCT NNC CCB,0.0
23284,DTP NNP NNP CCT NNC CCA,0.0
2349,CCB DTPP NNP NNP CCB NNP_PMC,0.0
23282,DTP NNP NNP CCT JJN_CCP NNC,0.0
23280,DTP NNP NNP CCT JJN PMS CDB,0.0
23279,DTP NNP NNP CCT JJN PMS,0.0
23277,DTP NNP NNP CCT JJD CCP,0.0
23275,DTP NNP NNP CCT FW_PMS NNCA,0.0
23273,DTP NNP NNP CCT DTCP NNC,0.0
23269,DTP NNP NNP CCT CDB CCP,0.0
23292,DTP NNP NNP CCT NNPA,0.0
23267,DTP NNP NNP CCT CCT PRSP_CCP,0.0
23266,DTP NNP NNP CCT CCT PRI_CCP,0.0
23265,DTP NNP NNP CCT CCT NNC,0.0
23264,DTP NNP NNP CCT CCR PMS,0.0
23263,DTP NNP NNP CCT CCR,0.0
23262,DTP NNP NNP CCR CCT PRSP_CCP,0.0
23259,DTP NNP NNP CCP VBW DTC,0.0
23257,DTP NNP NNP CCP VBTS PRS,0.0
23256,DTP NNP NNP CCP VBTS CCT NNC,0.0
23255,DTP NNP NNP CCP VBTS CCT,0.0
23254,DTP NNP NNP CCP VBTS CCP DTC,0.0
23253,DTP NNP NNP CCP VBTS CCP,0.0
23252,DTP NNP NNP CCP VBTS CCB,0.0
23250,DTP NNP NNP CCP VBTR_VBAF CCT,0.0
23291,DTP NNP NNP CCT NNP NNP_PMP,0.0
23293,DTP NNP NNP CCT NNPA_PMP,0.0
23341,DTP NNP NNP LM JJD CCP,0.0
23317,DTP NNP NNP DTC NNC DTP NNP,0.0
23339,DTP NNP NNP LM JJCS_CCP VBTS,0.0
23338,DTP NNP NNP LM JJCS_CCP,0.0
23336,DTP NNP NNP FW PMS NNP LM,0.0
23335,DTP NNP NNP FW PMS NNP,0.0
23332,DTP NNP NNP DTC VBTS CCT NNP,0.0
23331,DTP NNP NNP DTC VBTS CCT,0.0
23330,DTP NNP NNP DTC VBTS CCP,0.0
23328,DTP NNP NNP DTC VBAF CCB,0.0
23326,DTP NNP NNP DTC PRSP_CCP NNP,0.0
23325,DTP NNP NNP DTC PRSP_CCP NNC,0.0
23324,DTP NNP NNP DTC PRSP_CCP,0.0
23323,DTP NNP NNP DTC PRI_CCP NNC,0.0
23320,DTP NNP NNP DTC NNP CCP,0.0
23318,DTP NNP NNP DTC NNC LM,0.0
23316,DTP NNP NNP DTC NNC DTP,0.0
23296,DTP NNP NNP CCT PRI_CCP NNC,0.0
23315,DTP NNP NNP DTC NNC CCT,0.0
23314,DTP NNP NNP DTC NNC CCP,0.0
23313,DTP NNP NNP DTC NNC CCB NNP,0.0
23312,DTP NNP NNP DTC NNC CCB,0.0
23311,DTP NNP NNP DTC NNC CCA,0.0
23309,DTP NNP NNP DTC JJN_CCP NNC,0.0
23307,DTP NNP NNP DTC JJD_CCP NNC,0.0
23305,DTP NNP NNP DTC DTCP NNC,0.0
23304,DTP NNP NNP DTC DTCP,0.0
23303,DTP NNP NNP DTC CDB,0.0
23302,DTP NNP NNP CDB CCB,0.0
23301,DTP NNP NNP CCT VBW CCT,0.0
23299,DTP NNP NNP CCT PRSP_CCP NNC,0.0
23297,DTP NNP NNP CCT PRI_CCP NNC CCP,0.0
23980,FW LM VBTS CCB JJD_CCP NNC,0.0
2070,CCB DTCP NNC DTC JJD,0.0
2069,CCB DTCP NNC DTC DTCP NNC_CCP,0.0
24915,JJD CCP NNC CCA CCT NNC,0.0
24942,JJD CCP NNC CCB CCR PMS,0.0
1954,CCB DTCP NNC CCP NNC PMS,0.0
24938,JJD CCP NNC CCA VBTF CCT,0.0
24934,JJD CCP NNC CCA VBAF CCB,0.0
24931,JJD CCP NNC CCA PRI_CCP,0.0
24929,JJD CCP NNC CCA NNC CCT,0.0
24928,JJD CCP NNC CCA NNC CCP,0.0
24925,JJD CCP NNC CCA JJD CCP,0.0
24923,JJD CCP NNC CCA DTCP NNC_PMP,0.0
24922,JJD CCP NNC CCA DTCP NNC_PMC,0.0
24921,JJD CCP NNC CCA DTCP NNC CCT,0.0
24920,JJD CCP NNC CCA DTCP NNC,0.0
24918,JJD CCP NNC CCA DTC NNC,0.0
24917,JJD CCP NNC CCA DTC DTCP,0.0
24912,JJD CCP JJN_CCP NNC CCT,0.0
24945,JJD CCP NNC CCB DTC,0.0
24908,JJD CCP JJD_CCP NNC CCT NNC,0.0
24907,JJD CCP JJD_CCP NNC CCT DTCP,0.0
24906,JJD CCP JJD_CCP NNC CCT CCT,0.0
24904,JJD CCP JJD_CCP NNC CCB NNP,0.0
24900,JJD CCP JJD PMS NNC CCB,0.0
24899,JJD CCP JJD PMS NNC,0.0
24898,JJD CCP JJD CCP NNC CCB,0.0
24897,JJD CCP JJD CCP NNC CCA,0.0
24893,JJD CCP FW FW CCP VBTS,0.0
24892,JJD CCP FW FW CCB,0.0
24890,JJD CCP FW CCT JJD,0.0
1957,CCB DTCP NNC CCP NNP CCP,0.0
24888,JJD CCP FW CCB NNC_PMC,0.0
24885,JJD CCP DTP NNP NNP LM,0.0
24944,JJD CCP NNC CCB CDB NNP,0.0
1953,CCB DTCP NNC CCP NNC DTC,0.0
24875,JJD CCP DTCP NNC LM VBTS,0.0
24965,JJD CCP NNC CCB JJN PMS,0.0
24980,JJD CCP NNC CCB NNC_CCP NNP,0.0
24978,JJD CCP NNC CCB NNC PMS,0.0
24977,JJD CCP NNC CCB NNC LM VBTR,0.0
24976,JJD CCP NNC CCB NNC LM JJCC,0.0
24975,JJD CCP NNC CCB NNC LM,0.0
24974,JJD CCP NNC CCB NNC DTC,0.0
24973,JJD CCP NNC CCB NNC CCT,0.0
24972,JJD CCP NNC CCB NNC CCP,0.0
24971,JJD CCP NNC CCB NNC CCB NNC_PMP,0.0
24970,JJD CCP NNC CCB NNC CCB NNC_CCP,0.0
24969,JJD CCP NNC CCB NNC CCB NNC,0.0
24968,JJD CCP NNC CCB NNC CCB,0.0
24967,JJD CCP NNC CCB NNC CCA,0.0
1951,CCB DTCP NNC CCP NNC CCP,0.0
24964,JJD CCP NNC CCB JJN,0.0
24947,JJD CCP NNC CCB DTCP JJD_CCP,0.0
24963,JJD CCP NNC CCB JJD_CCP NNC,0.0
24960,JJD CCP NNC CCB JJCS_JJD_CCP NNP,0.0
24959,JJD CCP NNC CCB JJCS_JJD_CCP,0.0
24958,JJD CCP NNC CCB FW LM,0.0
24957,JJD CCP NNC CCB FW FW,0.0
24956,JJD CCP NNC CCB FW CCA,0.0
1952,CCB DTCP NNC CCP NNC CCT,0.0
24954,JJD CCP NNC CCB DTCP NNP,0.0
24953,JJD CCP NNC CCB DTCP NNC_PMP,0.0
24952,JJD CCP NNC CCB DTCP NNC_PMC,0.0
24951,JJD CCP NNC CCB DTCP NNC_CCP,0.0
24950,JJD CCP NNC CCB DTCP NNC CCP,0.0
24949,JJD CCP NNC CCB DTCP NNC CCB,0.0
24948,JJD CCP NNC CCB DTCP NNC,0.0
24878,JJD CCP DTCP NNC RBL CCT,0.0
24872,JJD CCP DTCP NNC CCT VBW,0.0
24986,JJD CCP NNC CCB NNP CCA,0.0
1964,CCB DTCP NNC CCP PRP LM VBTS,0.0
24786,JJD CCB NNP NNP LM,0.0
24785,JJD CCB NNP NNP CCT NNC,0.0
24783,JJD CCB NNP NNP CCA,0.0
24782,JJD CCB NNP LM VBTS CCT,0.0
24779,JJD CCB NNP LM RBD_CCP,0.0
24775,JJD CCB NNP DTC NNC CCB,0.0
24769,JJD CCB NNP CCT NNC CCB,0.0
24766,JJD CCB NNP CCP VBTR CCP,0.0
24764,JJD CCB NNP CCP DTP NNP,0.0
24759,JJD CCB NNP CCA NNP,0.0
1963,CCB DTCP NNC CCP PRP LM,0.0
24751,JJD CCB NNC_CCP JJD CCB,0.0
24742,JJD CCB NNC LM VBTR CCB,0.0
24741,JJD CCB NNC LM VBTR,0.0
24738,JJD CCB NNC DTP NNP NNP_PMP,0.0
24799,JJD CCB PRI VBTR,0.0
24733,JJD CCB NNC CCT NNP NNP,0.0
24731,JJD CCB NNC CCT NNC_PMP,0.0
24730,JJD CCB NNC CCT NNC CCB,0.0
24727,JJD CCB NNC CCR CCT,0.0
24725,JJD CCB NNC CCP VBTS,0.0
24723,JJD CCB NNC CCP VBH,0.0
24722,JJD CCB NNC CCP PRO_PMC,0.0
24720,JJD CCB NNC CCB VBW CCB,0.0
24718,JJD CCB NNC CCB PRSP_CCP NNC_PMC,0.0
24717,JJD CCB NNC CCB PRSP_CCP,0.0
24715,JJD CCB NNC CCB NNP_CCP NNP,0.0
24714,JJD CCB NNC CCB NNP_CCP,0.0
24713,JJD CCB NNC CCB NNPA_PMC,0.0
24712,JJD CCB NNC CCB NNPA CCT,0.0
24787,JJD CCB NNP NNP NNP NNPA,0.0
24800,JJD CCB PRI VBTR CCB,0.0
24871,JJD CCP DTCP NNC CCT NNP,0.0
24846,JJD CCP DTC JJD_CCP NNC LM,0.0
24870,JJD CCP DTCP NNC CCT NNC,0.0
24869,JJD CCP DTCP NNC CCT CCT,0.0
24867,JJD CCP DTCP NNC CCP VBTS CCB,0.0
24866,JJD CCP DTCP NNC CCP VBTS,0.0
24864,JJD CCP DTCP NNC CCB VBOF,0.0
24863,JJD CCP DTCP NNC CCB NNP CCA,0.0
24862,JJD CCP DTCP NNC CCB NNP,0.0
24861,JJD CCP DTCP NNC CCB NNC,0.0
24860,JJD CCP DTCP NNC CCB DTCP,0.0
24859,JJD CCP DTCP NNC CCB DTC,0.0
24857,JJD CCP DTCP NNC CCA DTCP,0.0
1960,CCB DTCP NNC CCP PRI_CCP NNC,0.0
24854,JJD CCP DTCP JJD_CCP NNC,0.0
24853,JJD CCP DTCP JJD PMS NNC,0.0
24845,JJD CCP DTC JJD_CCP NNC,0.0
24801,JJD CCB PRI VBTR CCB NNC,0.0
24840,JJD CCP CCT VBOF DTC,0.0
24837,JJD CCP CCT DTCP,0.0
24835,JJD CCP CCR PMS NNC CCT DTCP,0.0
24834,JJD CCP CCR PMS NNC CCT,0.0
24833,JJD CCP CCR PMS NNC CCB,0.0
24832,JJD CCP CCR PMS NNC CCA,0.0
24828,JJD CCB VBW DTC NNC,0.0
24826,JJD CCB VBW CCT NNP,0.0
24817,JJD CCB PRSP_CCP DTCP NNC CCT,0.0
24816,JJD CCB PRSP_CCP DTCP NNC,0.0
24812,JJD CCB PRI_CCP NNC CCT NNC,0.0
24811,JJD CCB PRI_CCP NNC CCT,0.0
24808,JJD CCB PRI_CCP JJD_CCP NNC CCB,0.0
24805,JJD CCB PRI_CCP JJD CCP NNC,0.0
24981,JJD CCP NNC CCB NNC_CCP RBI_CCP,0.0
24987,JJD CCP NNC CCB NNP CCA NNP,0.0
2068,CCB DTCP NNC DTC DTCP NNC,0.0
25097,JJD CCP NNC CCT NNC NNC,0.0
25117,JJD CCP NNC CCT PRI_CCP NNC_CCP,0.0
25116,JJD CCP NNC CCT PRI_CCP NNC,0.0
25112,JJD CCP NNC CCT NNP_PMC,0.0
25111,JJD CCP NNC CCT NNP NNP_PMP,0.0
25110,JJD CCP NNC CCT NNP NNP,0.0
25109,JJD CCP NNC CCT NNP CCP VBTR,0.0
25108,JJD CCP NNC CCT NNP CCP,0.0
25107,JJD CCP NNC CCT NNP CCB DTCP,0.0
25106,JJD CCP NNC CCT NNP CCB,0.0
25105,JJD CCP NNC CCT NNP CCA,0.0
1946,CCB DTCP NNC CCP JJD CCP,0.0
25101,JJD CCP NNC CCT NNC_CCP NNC,0.0
25099,JJD CCP NNC CCT NNC RBW,0.0
25098,JJD CCP NNC CCT NNC PMS,0.0
25096,JJD CCP NNC CCT NNC LM,0.0
25120,JJD CCP NNC CCT PRSP_CCP NNC,0.0
25095,JJD CCP NNC CCT NNC DTP,0.0
25094,JJD CCP NNC CCT NNC DTC,0.0
